train_loss,step,epoch,train_score,val_score,val_loss
2.8297486305236816,49,0,0.0533483661711216,,
,79,0,,0.06146945804357529,2.8000588417053223
2.782862901687622,99,1,0.06638877093791962,,
2.7524116039276123,149,1,0.058456260710954666,,
,159,1,,0.20838114619255066,2.7441608905792236
2.7232885360717773,199,2,0.07118956744670868,,
,239,2,,0.17929324507713318,2.6967339515686035
2.6888747215270996,249,3,0.09075232595205307,,
